,要素ID,項目名,コンテキストID,相対年度,連結・個別,期間・時点,ユニットID,単位,値
1956,jpigp_cor:NotesSignificantAccountingEstimatesAndJudgementsConsolidatedFinancialStatementsIFRSTextBlock,注記事項－重要な会計上の見積り及び判断、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,４　重要な会計上の見積り及び見積りを伴う判断（１）見積り及び判断　当社グループの連結財務諸表は、経営者の見積り及び判断が含まれております。　見積りの基礎となる仮定は継続的に見直しております。見積りの変更による影響は、見積りを変更した期間及び将来の期間において認識しております。　実際の業績は、会計上の見積り及びその基礎となる仮定と異なる場合があります。 （２）当社グループの連結財務諸表上で認識する金額に重要な影響を与える見積り及び判断は以下のとおりであります。①　非金融資産の減損　当社グループは、非金融資産（棚卸資産、繰延税金資産及び退職後給付資産を除く）について、回収可能価額が帳簿価額を下回る兆候がある場合には減損テストを実施しております。但し、のれん及び耐用年数を確定できない又は未だ使用可能ではない無形資産については、毎期及び減損の兆候を識別した時に減損テストを実施しております。　減損テストを実施する際の減損の兆候となる主な要素としては、過去又は見込まれる営業成績に対しての著しい実績の悪化、取得した資産の用途の著しい変更もしくは戦略全体の変更、業界・経済トレンドの著しい悪化等があります。　のれんについては、事業を行う地域及び事業の種類に基づいて識別された資産、資金生成単位又は資金生成単位グループに配分し、毎期及び減損の兆候を識別した時に、減損テストを行っております。　減損テストにおける回収可能価額の算定においては、資産の耐用年数、将来キャッシュ・フロー、当該資産の固有のリスクを反映した税引前割引率及び長期成長率等について一定の仮定を設定しております。これらの仮定は、経営者の最善の見積りと判断により決定しておりますが、将来の不確実な経済条件の変動の結果により影響を受ける可能性があり、見直しが必要となった場合、翌連結会計年度以降の連結財務諸表において認識する金額に重要な影響を与える可能性があります。　回収可能価額の算定方法については「注記３　重要性がある会計方針　（12）非金融資産及び持分法で会計処理されている投資の減損」に記載しております。また、当連結会計年度におけるのれんのうち、重要なものについては、「注記14　非金融資産の減損　（３）のれん及び耐用年数を確定できない無形資産の減損テスト」に記載しております。 ②　引当金　当社グループは、製品保証引当金や事業構造改善引当金等、様々な引当金を連結財政状態計算書に計上しております。　これらの引当金は、決算日における債務に関するリスク及び不確実性を考慮に入れた、債務の決済に要する支出の最善の見積りに基づき計上されております。　債務の決済に要する支出額は、将来の起こり得る結果を総合的に勘案して算定しておりますが、予想しえない事象の発生や状況の変化によって影響を受ける可能性があり、実際の支払額が見積りと異なった場合、翌連結会計年度以降の連結財務諸表において認識する金額に重要な影響を与える可能性があります。　引当金の性質及び金額については「注記21　引当金」に記載しております。 ③　従業員給付　当社グループは、確定給付型を含む様々な退職後給付制度を有しております。これらの各制度に係る確定給付制度債務の現在価値及び勤務費用等は、数理計算上の仮定に基づいて算定されております。数理計算上の仮定には、割引率等様々な変数についての見積り及び判断が求められます。当社グループは、これらの変数を含む数理計算上の仮定の適切性について、外部の年金数理人からの助言を得ております。　数理計算上の仮定は、経営者の最善の見積りと判断により決定しておりますが、将来の不確実な経済条件の変動の結果や関連法令の改正・公布によって影響を受ける可能性があり、見直しが必要となった場合、翌連結会計年度以降の連結財務諸表において認識する金額に重要な影響を与える可能性があります。　数理計算上の仮定及び関連する感応度については「注記23　従業員給付」に記載しております。 ④　繰延税金資産の回収可能性　繰延税金資産の認識に際しては、課税所得が生じる可能性の判断において、事業計画に基づいて将来獲得しうる課税所得の時期及びその金額を見積り算定しております。　課税所得が生じる時期及び金額は、将来の不確実な経済条件の変動によって影響を受ける可能性があり、実際に発生した時期及び金額が見積りと異なった場合、翌連結会計年度以降の連結財務諸表において認識する金額に重要な影響を与える可能性があります。　繰延税金資産に関連する内容及び金額については「注記17　法人所得税」に記載しております。 ⑤　金融商品の公正価値　当社グループは、特定の金融商品の公正価値を評価する際には、観察可能な市場データに基づかないインプットを利用する評価技法を用いております。観察可能な市場データに基づかないインプットは、将来の不確実な経済状況の変動の結果によって影響を受ける可能性があり、見直しが必要となった場合に、連結財務諸表において認識する金額に重要な影響を与える可能性があります。　金融商品の公正価値に関連する内容及び金額については「注記34　金融商品」に記載しております。 
1957,jpigp_cor:NotesSegmentInformationConsolidatedFinancialStatementsIFRSTextBlock,注記事項－セグメント情報、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"５　事業セグメント（１）報告セグメント　当社グループの事業セグメントは、当社グループの構成単位のうち分離された財務情報が入手可能であり、経営者が経営資源の配分の決定及び業績を評価するために、定期的に検討を行う対象となっているものであります。当社グループは製品・サービス別の事業部門を置き、各事業部門は取り扱う製品・サービスについて国内及び海外の包括的な戦略を立案し、事業活動を展開しております。当社グループは、事業部門を基礎とした製品・サービス別のセグメントから構成されており、これらの事業セグメントを基礎に製品の市場における主要用途及び事業の類似性を勘案し、「デジタルワークプレイス事業」、「プロフェッショナルプリント事業」、「ヘルスケア事業」及び「インダストリー事業」の４事業を報告セグメントとしております。 　当連結会計年度から、従来「インダストリー事業」に含めていた一部の事業を「その他」に含めております。　報告セグメントごとの業績をより適切に評価するため、本社業務にかかわる費用の一部は報告セグメントに帰属しない全社費用として各報告セグメントに配賦しないこととし、当連結会計年度から報告セグメント利益又は損失の測定方法の変更を行っております。この変更に伴い、前連結会計年度のセグメント損益が「デジタルワークプレイス事業」で9,180百万円、「ヘルスケア事業」で684百万円、「インダストリー事業」で1,541百万円増加し、「調整額」で11,406百万円減少しております。また、「デジタルワークプレイス事業」及び「プロフェッショナルプリント事業」の両事業に共通する費用の配賦方法を当連結会計年度から変更しております。この変更に伴い、前連結会計年度のセグメント損益が「デジタルワークプレイス事業」で3,050百万円増加し、「プロフェッショナルプリント事業」で同額減少しております。　なお、前連結会計年度のセグメント情報については、これらの変更を反映した後の数値により作成したものを開示しております。 　各報告セグメントの事業内容は以下のとおりであります。  事業内容デジタルワークプレイス事業＜オフィスユニット＞　複合機及び関連消耗品の開発・製造・販売、並びに関連サービス・ソリューションの提供＜DW-DXユニット＞　ITサービス・ソリューションの提供プロフェッショナルプリント事業＜プロダクションプリントユニット＞　商業印刷市場向けデジタル印刷システム・関連消耗品の開発・製造・販売＜産業印刷ユニット＞　産業印刷市場向けデジタル印刷システム・関連消耗品の開発・製造・販売＜マーケティングサービスユニット＞　各種印刷サービス・ソリューションの提供ヘルスケア事業＜ヘルスケアユニット＞　医療用画像診断システムの開発・製造・販売、並びに関連サービスの提供、医療現場のデジタル化・ネットワーク化、診断サービス・ソリューションの提供＜プレシジョンメディシンユニット＞　遺伝子検査・創薬支援サービスの提供インダストリー事業＜センシングユニット＞　計測機器等の開発・製造・販売、関連ソリューション・サービスの提供＜光学コンポーネントユニット＞　産業・プロ用レンズ等の開発・製造・販売＜IJコンポーネントユニット＞　産業用インクジェットヘッド等の開発・製造・販売＜機能材料ユニット＞　ディスプレイに使用される機能性フィルム等の開発・製造・販売＜画像IoTソリューションユニット＞　ネットワークカメラの開発・製造・販売、関連ソリューション・サービスの提供＜映像ソリューションユニット＞　映像関連機器の開発・製造・販売、関連ソリューション・サービスの提供 （２）報告セグメント情報　報告セグメントの会計処理の方法は、「注記３　重要性がある会計方針」で記載している当社グループの会計方針と同一であります。　当社グループの報告セグメントごとの情報は以下のとおりであります。なお、セグメント利益は営業利益であります。 前連結会計年度（自　2022年４月１日　至　2023年３月31日）       （単位：百万円） 報告セグメントその他（注２）調整額（注３）（注４）（注５）連結財務諸表計上額 デジタルワークプレイス事業プロフェッショナルプリント事業ヘルスケア事業インダストリー事業計売上高        外部顧客への売上高600,279252,604137,841137,0501,127,7752,621－1,130,397セグメント間の内部売上高（注１）4,1441356666,00010,94716,075△27,022－計604,423252,740138,508143,0501,138,72218,697△27,0221,130,397セグメント利益（△は損失）21,49313,586△111,54613,475△62,991△4,999△27,134△95,125その他の項目        減価償却費及び償却費32,32213,74511,38611,38068,8342016,25975,295非金融資産の減損損失2,927856103,5688,113115,4651,202－116,668 当連結会計年度（自　2023年４月１日　至　2024年３月31日）       （単位：百万円） 報告セグメントその他（注２）調整額（注３）（注４）（注５）連結財務諸表計上額 デジタルワークプレイス事業プロフェッショナルプリント事業ヘルスケア事業インダストリー事業計売上高        外部顧客への売上高614,928263,370138,997139,5711,156,8673,131－1,159,999セグメント間の内部売上高（注１）3,951566145,3409,96216,306△26,268－計618,879263,426139,611144,9121,166,83019,437△26,2681,159,999セグメント利益（△は損失）32,98411,637△1,2709,36652,718△1,849△24,77726,091その他の項目        減価償却費及び償却費33,50414,26111,24910,48669,5011316,14175,774非金融資産の減損損失182,1295482,0154,712－－4,712減損損失戻入益－－3,480－－－－3,480（注１）セグメント間の内部売上高は市場価格等に基づいております。（注２）その他には報告セグメントに含まれないQOLソリューションに係る事業等が含まれております。（注３）売上高の調整額はセグメント間取引消去であります。（注４）セグメント利益の調整額はセグメント間取引消去及び報告セグメントとその他に帰属しない一般管理費及び基礎的研究費からなる全社費用であります。なお、報告セグメントに帰属しないその他の収益及びその他の費用を含めております。（注５）減価償却費及び償却費の調整額は、主に報告セグメントに帰属しない設備に係るものであります。 （３）地域別情報　外部顧客への売上高の地域別内訳は、以下のとおりであります。（単位：百万円） 売上高前連結会計年度（自　2022年４月１日    至　2023年３月31日）当連結会計年度（自　2023年４月１日    至　2024年３月31日）日本179,192175,434米国334,006343,563欧州330,661346,309中国108,423107,077アジア98,813107,193その他79,30080,420合計1,130,3971,159,999（注）売上高は顧客の所在国を基礎として分類しております。但し、個別に重要な国がない場合は地域として分類しております。 　非流動資産（金融資産、繰延税金資産、退職後給付資産を除く）の帳簿価額の地域別内訳は、以下のとおりであります。（単位：百万円） 非流動資産前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）日本245,516239,737米国150,307153,601欧州117,025127,201中国19,03916,054アジア15,20216,030その他5,8016,099合計552,893558,725 （４）主要な顧客に関する情報　売上高の10％以上を占める単一の外部顧客との取引はありません。 "
1958,jpigp_cor:DisclosureOfChangesInReportableSegmentsIFRSTextBlock,報告セグメントの変更に関する事項（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"　当連結会計年度から、従来「インダストリー事業」に含めていた一部の事業を「その他」に含めております。　報告セグメントごとの業績をより適切に評価するため、本社業務にかかわる費用の一部は報告セグメントに帰属しない全社費用として各報告セグメントに配賦しないこととし、当連結会計年度から報告セグメント利益又は損失の測定方法の変更を行っております。この変更に伴い、前連結会計年度のセグメント損益が「デジタルワークプレイス事業」で9,180百万円、「ヘルスケア事業」で684百万円、「インダストリー事業」で1,541百万円増加し、「調整額」で11,406百万円減少しております。また、「デジタルワークプレイス事業」及び「プロフェッショナルプリント事業」の両事業に共通する費用の配賦方法を当連結会計年度から変更しております。この変更に伴い、前連結会計年度のセグメント損益が「デジタルワークプレイス事業」で3,050百万円増加し、「プロフェッショナルプリント事業」で同額減少しております。　なお、前連結会計年度のセグメント情報については、これらの変更を反映した後の数値により作成したものを開示しております。"
1959,jpigp_cor:InformationAboutGeographicalAreasIFRSTextBlock,地域に関する情報（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"（３）地域別情報　外部顧客への売上高の地域別内訳は、以下のとおりであります。（単位：百万円） 売上高前連結会計年度（自　2022年４月１日    至　2023年３月31日）当連結会計年度（自　2023年４月１日    至　2024年３月31日）日本179,192175,434米国334,006343,563欧州330,661346,309中国108,423107,077アジア98,813107,193その他79,30080,420合計1,130,3971,159,999（注）売上高は顧客の所在国を基礎として分類しております。但し、個別に重要な国がない場合は地域として分類しております。 　非流動資産（金融資産、繰延税金資産、退職後給付資産を除く）の帳簿価額の地域別内訳は、以下のとおりであります。（単位：百万円） 非流動資産前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）日本245,516239,737米国150,307153,601欧州117,025127,201中国19,03916,054アジア15,20216,030その他5,8016,099合計552,893558,725"
1960,jpigp_cor:InformationAboutMajorCustomersIFRSTextBlock,主要な顧客に関する情報（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,（４）主要な顧客に関する情報　売上高の10％以上を占める単一の外部顧客との取引はありません。
1961,jpigp_cor:NotesBusinessCombinationsConsolidatedFinancialStatementsIFRSTextBlock,注記事項－企業結合、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,６　企業結合　前連結会計年度（自　2022年４月１日　至　2023年３月31日） 　当連結会計年度に生じた企業結合は重要性が乏しいため、記載を省略しております。 　当連結会計年度（自　2023年４月１日　至　2024年３月31日） 　当連結会計年度に生じた企業結合は重要性が乏しいため、記載を省略しております。 
1962,jpigp_cor:NotesCashAndCashEquivalentsConsolidatedFinancialStatementsIFRSTextBlock,注記事項－現金及び現金同等物、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"７　現金及び現金同等物　連結キャッシュ・フロー計算書における現金及び現金同等物に含まれるものは、以下のとおりであります。（単位：百万円） 前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）現金及び現金同等物180,574127,134連結財政状態計算書における現金及び現金同等物180,574127,134売却目的で保有する資産に含まれる現金及び現金同等物－2,496連結キャッシュ・フロー計算書における現金及び現金同等物180,574129,631  "
1963,jpigp_cor:NotesTradeAndOtherReceivablesConsolidatedFinancialStatementsIFRSTextBlock,注記事項－営業債権及びその他の債権、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"８　営業債権及びその他の債権　営業債権及びその他の債権の内訳は、以下のとおりであります。（単位：百万円）  前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）受取手形及び売掛金261,547262,313契約資産97ファイナンス・リース債権43,57450,062その他17,10317,417控除：貸倒引当金△8,739△10,281合計313,494319,518  "
1964,jpigp_cor:NotesInventoriesConsolidatedFinancialStatementsIFRSTextBlock,注記事項－棚卸資産、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"９　棚卸資産　棚卸資産の内訳は、以下のとおりであります。  （単位：百万円） 前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）商品及び製品178,638155,278仕掛品21,90822,534原材料及び貯蔵品（注１）41,56141,251合計242,108219,065（注１）原材料には保守用のスペアパーツ等各連結会計年度末から12ヶ月を超えて使用されるものが一部含まれておりますが、正常営業循環期間内で保有するものであるため棚卸資産に含まれております。（注２）当連結会計年度に費用として認識された棚卸資産の取得価額は主に「売上原価」に含まれております。（注３）当連結会計年度に正味実現可能価額まで評価減した棚卸資産の金額は、3,268百万円（前連結会計年度2,488百万円）であり、「売上原価」に含まれております。 "
1965,jpigp_cor:NotesOtherFinancialAssetsConsolidatedFinancialStatementsIFRSTextBlock,注記事項－その他の金融資産、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"10　その他の金融資産　その他の金融資産の内訳は、以下のとおりであります。（単位：百万円）  前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）貸付金885734投資有価証券8,3679,572敷金保証金6,4536,523デリバティブ金融資産1,49054その他7,2636,261控除：貸倒引当金△535△506合計23,92522,640流動2,481858非流動21,44421,781"
1966,jpigp_cor:NotesAssetsHeldForSaleConsolidatedFinancialStatementsIFRSTextBlock,注記事項－売却目的で保有する資産、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"11　売却目的で保有する資産　売却目的保有に分類された資産及び負債の内訳は、以下のとおりであります。（単位：百万円） 前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）＜資産＞  　現金及び現金同等物－2,496　営業債権及びその他の債権－5,010　棚卸資産－4,533　その他の金融資産（流動）－2　その他の流動資産－592　有形固定資産－11,194　のれん及び無形資産－12,221　その他の金融資産（非流動）－407　繰延税金資産－209　その他の非流動資産－20資産合計－36,689＜負債＞  　営業債務及びその他の債務－3,374　リース負債（流動）－468　未払法人所得税－89　引当金（流動）－1,477　その他の流動負債－1,835　リース負債（非流動）－3,221　引当金（非流動）－253負債合計－10,718＜その他の資本の構成要素＞  　在外営業活動体の換算差額－6,243その他の資本の構成要素合計－6,243  （光学コンポーネント事業における戦略的業務提携に伴う持分譲渡）　当連結会計年度において、当社は、インダストリー事業に含まれる光学コンポーネントユニットにおいて、中国生産子会社であるKonica Minolta Opto (Dalian) Co., Ltd.（本社：中国遼寧省大連）及びKonica Minolta Optical Products (Shanghai) Co., Ltd.（本社：中国上海）の２社の持分80％を中国電子部品大手の広州ラックスビジョンズイノベーションテクノロジー有限会社（本社：中国広東省広州）に譲渡することを決定し、2023年10月20日付で持分譲渡契約を締結しております。　これに伴い、２社の資産と負債を売却目的保有の処分グループに分類しております。当該売却目的保有に分類される処分グループについて、売却コスト控除後の公正価値が帳簿価額を下回っているため、売却コスト控除後の公正価値により測定しております。これにより認識した損失776百万円を連結損益計算書の「その他の費用」に認識しております。なお、公正価値は、売却価額を基礎としており、当該公正価値のヒエラルキーはレベル３であります。　本持分譲渡の実行は2024年６月以降を予定しており、支配の喪失に伴い２社は持分法適用関連会社となります。 （Invicro, LLCの持分譲渡）　当連結会計年度において、当社グループは、ヘルスケア事業に含まれるプレシジョンメディシンユニットにおいて、Invicro, LLC（本社：米国マサチューセッツ州）の持分100％をCalyx Services Inc.（本社：米国デラウェア州）に譲渡することを決定し、2024年３月６日付で持分譲渡契約を締結しております。　これに伴い、Invicro, LLCの資産と負債を売却目的保有の処分グループに分類しております。当該売却目的保有に分類される処分グループについて、売却コスト控除後の公正価値が当初取得価額から減価償却及び減損損失累計額を控除した帳簿価額を上回っているため、売却コスト控除後の公正価値により測定しております。これにより過去に認識した減損損失3,634百万円を減損損失戻入益として連結損益計算書の「その他の収益」に認識しております。なお、公正価値は、売却価額を基礎としており、当該公正価値のヒエラルキーはレベル３であります。　本持分譲渡の実行は2024年４月30日に完了しております。 （北米子会社における不動産譲渡）　当連結会計年度において、当社グループは、北米子会社の保有する一部の土地について、不動産譲渡契約を締結しております。これに伴い、当該土地を売却目的保有に分類された非流動資産に分類しております。本不動産譲渡の実行は2025年１月以降を予定しております。 "
1967,jpigp_cor:NotesPropertyPlantAndEquipmentConsolidatedFinancialStatementsIFRSTextBlock,注記事項－有形固定資産、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"12　有形固定資産（１）有形固定資産の内訳連結財政状態計算書の「有形固定資産」の内訳は、以下のとおりであります。（単位：百万円）  前連結会計年度（2023年３月31日）当連結会計年度（2024年３月31日）有形固定資産193,552190,372使用権資産95,57591,853合計289,127282,225  （２）有形固定資産の増減表（使用権資産を除く）有形固定資産の帳簿価額の増減は、以下のとおりであります。 取得原価（単位：百万円）  建物及び構築物機械装置及び運搬具工具器具及び備品賃貸用資産土地建設仮勘定合計前連結会計年度期首（2022年４月１日）212,459236,856206,69646,51942,6154,636749,783取得8312,4806,6505,499－14,61330,076企業結合による取得1022623－35－188建設仮勘定振替1,6316,3093,579－－△ 11,520－処分△ 1,313△ 5,859△ 11,434△ 6,140△ 21△ 48△ 24,816その他（注）4,983283△ 5,986△ 592－805△ 506為替レートの変動の影響3,1412,2295,0751,6242494912,370前連結会計年度（2023年３月31日）221,837242,325204,60446,91042,8798,536767,094取得1,6112,3007,1857,423－15,32333,844企業結合による取得－014－－－14建設仮勘定振替2,6748,3004,043－－△15,018－処分△1,483△3,997△11,608△7,605－△11△24,707売却目的で保有する資産への振替△5,097△14,121△4,403－△846△1△24,470その他（注）504△1,1011782,083△09962,660為替レートの変動の影響7,2154,99610,6563,9064367327,286当連結会計年度（2024年３月31日）227,262238,702210,67152,71742,4699,898781,722（注）その他は、科目振替等であります。 減価償却累計額及び減損損失累計額（単位：百万円）  建物及び構築物機械装置及び運搬具工具器具及び備品賃貸用資産土地建設仮勘定合計前連結会計年度期首（2022年４月１日）△138,699△201,261△175,731△35,719△1,395△304△553,112減価償却費△ 6,902△ 9,902△ 11,720△ 5,358－－△ 33,884減損損失△ 251△ 1,018△ 138△ 6－△ 3△ 1,418処分1,2275,49910,6765,4570－22,861その他（注）△ 2,312△ 5263,348△ 472－203240為替レートの変動の影響△ 1,856△ 1,314△ 3,807△ 1,237△ 11－△ 8,228前連結会計年度（2023年３月31日）△148,796△208,523△177,373△37,336△1,407△105△573,541減価償却費△7,031△9,805△10,889△5,387－－△33,113減損損失△1,016△574△156－－△52△1,800減損損失の戻入れ129－67－25－222処分1,3783,75110,6586,634－－22,423売却目的で保有する資産への振替3,8199,4222,929－－－16,171その他（注）△425285△10△1,881△26△5△2,064為替レートの変動の影響△4,524△3,365△8,808△2,927△21－△19,647当連結会計年度（2024年３月31日）△156,467△208,808△183,583△40,897△1,428△163△591,349（注）その他は、科目振替等であります。  帳簿価額（単位：百万円）  建物及び構築物機械装置及び運搬具工具器具及び備品賃貸用資産土地建設仮勘定合計前連結会計年度（2023年３月31日）73,04033,80227,2319,57341,4728,431193,552当連結会計年度（2024年３月31日）70,79529,89327,08711,81941,0419,734190,372 （３）使用権資産使用権資産の帳簿価額は、以下のとおりであります。（単位：百万円）  建物及び構築物機械装置及び運搬具工具器具及び備品賃貸用資産土地合計前連結会計年度（2023年３月31日）59,6754,5335402,11328,71395,575当連結会計年度（2024年３月31日）56,0897,3224822,38825,56991,853（注）当連結会計年度における使用権資産の増加額は17,488百万円（前連結会計年度21,078百万円）であります。 "
1968,jpigp_cor:NotesGoodwillAndIntangibleAssetsConsolidatedFinancialStatementsIFRSTextBlock,注記事項－のれん及び無形資産、連結財務諸表（IFRS） [テキストブロック],CurrentYearDuration,当期,その他,期間,－,－,"13　のれん及び無形資産　のれん及び無形資産の帳簿価額の増減は、以下のとおりであります。取得原価（単位：百万円）  のれんカスタマー・リレーションシップソフトウェアテクノロジーその他（注）合計前連結会計年度期首（2022年４月１日）260,95766,41282,79951,47954,222515,870取得－－4,134－10,40814,542企業結合による取得1,24611190171751,695ソフトウェア仮勘定振替－－6,175－△6,175－処分－－△7,288－△1,957△9,246その他2－817－3,4144,234為替レートの変動の影響16,7924,9113,4244,4802,80232,411前連結会計年度（2023年３月31日）278,99871,43590,15356,13162,790559,508取得－－3,344329,60712,984企業結合による取得4192410－－660ソフトウェア仮勘定振替－－7,766－△7,766－処分－－△7,912－△3,818△11,730売却目的で保有する資産への振替△29,588△7,210△478△6,162△6,081△49,521その他△288792,299△13,0005,089為替レートの変動の影響17,9588,9437,1957,3325,63247,062当連結会計年度（2024年３月31日）267,49973,489102,36657,33263,365564,053（注）ソフトウェア仮勘定は無形資産の「その他」に含まれております。償却累計額及び減損損失累計額（単位：百万円） のれんカスタマー・リレーションシップソフトウェアテクノロジーその他（注１）合計前連結会計年度期首（2022年４月１日）△14,441△54,163△51,274△16,923△24,972△161,776償却費（注２）－△3,574△11,619△3,937△2,222△21,353減損損失△109,055△242△1,249△4,297△266△115,112処分－－7,192－1,3998,592その他－△2419－△14△18為替レートの変動の影響△1,942△3,978△2,279△1,462△1,290△10,954前連結会計年度（2023年３月31日）△125,440△61,983△59,211△26,621△27,365△300,622償却費（注２）－△2,826△12,066△4,072△2,055△21,020減損損失△2,115△292△401△86△12△2,908減損損失の戻入－106802,1946603,042処分－－7,789－3,35211,141売却目的で保有する資産への振替28,5504,6773364,1982,06339,827その他－△223△1752,272△7431,129為替レートの変動の影響△4,695△7,853△4,888△3,581△2,646△23,664当連結会計年度（2024年３月31日）△103,700△68,394△68,536△25,694△26,747△293,073（注１）ソフトウェア仮勘定は無形資産の「その他」に含まれております。（注２）無形資産の償却費は、連結損益計算書の「売上原価」及び「販売費及び一般管理費」に含まれております。 帳簿価額（単位：百万円） のれんカスタマー・リレーションシップソフトウェアテクノロジーその他（注１）合計前連結会計年度（2023年３月31日）153,5589,45130,94129,51035,424258,886当連結会計年度（2024年３月31日）163,7985,09433,82931,63836,618270,980 （注１）ソフトウェア仮勘定は無形資産の「その他」に含まれております。（注２）無形資産の帳簿価額のうち、耐用年数を確定できない無形資産は6,827百万円（前連結会計年度6,055百万円）であります。このうち、主なものは企業結合時に取得した商標権であり、事業が継続する限り基本的に存続するため、耐用年数を確定できないものと判断しております。（注３）無形資産の帳簿価額のうち、重要なものはAmbry社の買収により取得したテクノロジーであり、23,196百万円（前連結会計年度22,127百万円）であります。なお、当該無形資産の残存償却年数は12年であります。（注４）無形資産の帳簿価額には、自己創設無形資産が7,129百万円（前連結会計年度5,527百万円）含まれております。 "
